label,var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191,var192,var193,var194,var195,var196,var197,var198,var199,var200,var201,var202,var203,var204,var205,var206,var207,var208,var209,var210,var211,var212,var213,var214,var215,var216,var217,var218,var219,var220,var221,var222,var223,var224,var225,var226,var227,var228,var229,var230,var231,var232,var233,var234,var235,var236,var237,var238,var239,var240,var241,var242,var243,var244,var245,var246,var247,var248,var249,var250,var251,var252,var253,var254,var255,var256,var257,var258,var259,var260,var261
DIE ATZEN,0, 0, 0, 100, 0, 0, 0, 0, 0, 200, 0, 100, 0, 0, 0, 100, 110, 0, 0, 0, 2, 0, 2, 0, 6, 0, 0, 0, 5516, 0, 0, 0, 0, 0, 0, 0, 100, 276, 0, 0, 0, 0, 0, 0, 222, 0, 1146, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 200, 2, 0, 0, 0, 0, 0, 0, 0, 0, 102, 0, 0, 0, 0, 888, 0, 0, 0, 0, 0, 130, 0, 0, 0, 98, -2, 10, 102, 100, 200, 0, 200, 0, 0, 4, 0, 0, 102, 200, 0, 100, 0, 0, 0, 0, 2, 0, 100, 0, 106, 100, 0, 100, 100, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 100, 102, 0, 4, 0, 100, 200, 204, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Gerard,0, 102, 200, 0, 0, 0, 0, 100, 0, 0, 0, 2, 0, 0, 136, 0, 0, 100, 0, 0, 0, 204, 292, 350, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 294, 398, 4, 0, 214, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 100, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 250, 0, 106, 0, 386, 218, 102, 100, 100, 0, 102, 100, 0, 118, 238, 226, 0, 0, 0, 0, 0, 0, 200, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 212, 0, 2, 2, 0, 0, 0, 0, 284, 100, 100, 0, 100, 0, 0, 0, 0, 0, 0, 114, 0, 0, 228, 0, 0, 0, 0, 0, 8, 0, 0, 216, 0, 0, 0, 124, 0, 0, 0, 28, 0, 268, 0, 0, 0, 2, 0, 0, 0, 0, 100, 0, 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 190, 0, 112, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 454, 100, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0
alan degeneres,0, 100, 0, 214, 0, 0, 0, 212, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 258, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 382, 0, 200, 200, 234, 0, 352, 0, 2, 0, 0, 0, 0, 200, 0, 0, 0, 8, 0, 0, 0, 0, 100, 200, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 154, 258, 0, 122, 0, 0, 100, 100, 0, 116, 100, 100, 260, 0, 0, 0, 388, 100, 100, 100, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 204, 0, 0, 0, 0, 0, 0, 100, 200, 0, 100, 0, 124, 0, 0, 0, 0, 0, 0, 108, 0, 0, 102, 200, 200, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 250, 0, 0, 528, 0, 0, 100, 0, 0, 0, 0, 0, 0, 276, 0, 0, 248, 0, 200, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 204, 0, 0, 100, 0, 0, 104, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0
marsimoto,100, 12, 100, 100, 0, 0, 100, 100, 100, 0, 0, 100, 0, 0, 102, 0, 0, 100, 0, 0, 0, 0, 100, 110, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 100, 100, 8, 0, 100, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 100, 0, 100, 100, 0, 100, 102, 0, -48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 122, 2, 212, 0, 0, 0, 100, 0, 0, 6, 100, 100, 100, 0, 100, 0, 100, 0, 100, 260, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 2, 100, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 100, 100, 100, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 48, 0, 98, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Uptowns Finest,0, 6, 114, 278, 0, 0, 18, 2, 0, 100, 0, 0, 0, 0, 0, 0, 2, 112, 0, 0, 26, 0, 98, 0, 186, 0, 0, 0, 6, 0, 0, 6, 124, 2, 198, 0, 2, 6, 0, 0, 14, 2, 228, 0, 0, 0, 6, 0, 0, 0, 0, 128, 0, 0, 0, 12, 0, 2, 0, 0, 106, 164, 0, 276, 2, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 2, 106, 140, 4, 490, 28, 2, 4, 0, 0, 8, 0, 2, 0, 0, 0, 0, 178, 0, 0, 112, 0, 102, 0, 0, 0, 0, 108, 0, 0, 0, 0, 0, 110, 0, 20, 2, 226, 0, 0, 0, 104, 2, 0, 0, 4, 0, 4, 0, 0, 0, 0, -2, 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 4, 0, 8, 0, 0, 2, 0, 0, 0, 0, 0, 100, 2, 0, 6, 0, 2, 0, 0, 0, 0, 2, 2, 2, 4, 140, 0, 200, 2, 0, 120, 200, 0, 106, 0, 0, 0, 0, 8, 116, 0, 4, 0, 0, 2, 0, 8, 0, 0, 378, 0, 0, 102, 126, 0, 0, 0, 0, 0, 0, 2, 0, 100, 0, 0, 0, 0, 266, 0, 2, 0, 0, 2, 0, 0, -4, 0, 0, 0, 0, 0, 2, 100, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 0, 6, 202, 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Max Herre,0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 102, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 0, 100, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
#essahdamus RAP,0, 100, 0, 100, 0, 0, 2, 0, 124, 186, 0, 100, 0, 0, 4, 0, 24, 100, 0, 112, 0, 100, 100, 0, 100, 100, 0, 100, 128, 0, 30, 0, 100, 100, 0, 0, 100, 124, 164, 0, 100, 256, 100, 100, 100, 124, 166, 0, 0, 100, 0, 100, 156, 0, 100, 0, 100, 100, 100, 100, 196, 14, 0, 0, 192, 0, 0, 100, 0, 0, 32, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 192, 100, 144, 0, 102, 100, 100, 102, 0, 0, 0, 4, 0, 100, 0, 0, 76, 164, 100, 0, 0, 0, 0, 0, 100, 100, 100, 100, 36, 220, 100, 0, 0, 100, 112, 100, 0, 0, 100, 0, 0, 100, 0, 0, 100, 0, 12, 0, 0, 100, 138, 100, 0, 248, 0, 0, 36, 0, 148, 0, 168, 0, 100, 0, 124, 184, 20, 0, 106, 100, 128, 100, 0, 0, 130, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 216, 100, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 100, 100, 100, 4, 0, 0, 228, 100, 0, 12, 0, 0, 100, 0, 0, 100, 104, 100, 0, 0, 0, 104, 100, 0, 0, 100, 0, 0, 100, 0, 102, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 110, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 100, 102, 100, 0, 100, 100, 0, 0, 6, 0, 18, 0, 0, 0
Chakuza,0, 200, 224, 0, 0, 0, 0, 10, 100, 296, 0, 0, 0, 0, 0, 100, 0, 104, 0, 0, 0, 0, 338, 100, 202, 0, 0, 0, 0, 206, 0, 0, 138, 0, 0, 0, 100, 100, 0, 0, 102, 100, 0, 0, 2, 0, 100, 100, 0, 0, 0, 2, 0, 0, 100, 0, 100, 0, 100, 212, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 136, 0, 0, 0, 0, 0, 100, 112, 100, 0, 0, 102, 760, 0, 0, 100, 0, 100, 302, 2, 100, 180, 128, 0, 0, 100, 100, 0, 0, 200, 0, 0, 0, 0, 100, 0, 0, 100, 212, 0, 100, 102, 0, 0, 0, 0, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 206, 200, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 22, 668, 0, 0, 0, 0, 0, 0, 0, 182, 0, 0, 244, 0, 0, 0, 0, 0, 0, 0, 100, 0, 200, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 200, 124, 0, 0, 0, 0, 356, 0, 90, 0, 0, 330, 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 104, 0, 0, 78, 0, 0, 182, 0, 0, 0, 0, 4, 0, 0, 0, 4, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 100, 0, 0, 100, 0, 204, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Montez,0, 6, 206, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 422, 0, 0, 0, 100, 354, 68, 226, 0, 0, 100, 0, 100, 100, 102, 284, 110, 0, 0, 200, 248, 0, 212, 94, 0, 168, 0, 0, 100, 0, 0, 100, 100, 0, 0, 160, 0, 0, 0, 100, 0, 182, 0, 0, 114, 100, 0, 22, 0, 0, 0, 0, 0, 232, 100, 126, 100, 124, 0, 100, 76, 0, 0, 0, 1142, 0, 228, 0, 110, 112, 0, 234, 0, 0, 0, 100, 0, 0, 172, 0, 0, 116, 0, 0, 120, 124, 100, 0, 0, 100, 0, 176, 102, 100, 0, 0, 100, 0, 450, 212, 136, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 232, 100, 0, 110, 0, 110, 0, 0, 100, 0, 12, 0, 262, 0, 454, 108, 248, 100, 100, 0, 10, 0, 0, 100, 0, 0, 0, 100, 0, 0, 2, 0, 0, 0, 0, 136, 100, 268, 454, 0, 4, 0, 102, 0, 0, 0, 100, 100, 100, 2, 100, 100, 100, 0, 100, 226, 0, 0, 0, 0, 12, 0, 184, 0, 0, 222, 0, 0, 42, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 8, 0, 0, 0, 242, 0, 0, 224, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0
Jaysus,0, 0, 200, 0, 0, 0, 0, 100, 0, 318, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 0, 0, 326, 12, 0, 0, 0, 0, 0, 44, 0, 0, 0, 100, 0, 0, 0, 360, 2, 0, 0, 2, 4, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 382, 0, 0, 112, 0, 0, 0, 0, 30, 0, 0, 0, 0, 250, 2, 0, 0, 4, 100, 0, 0, 0, 0, 0, 102, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 196, 0, 0, 204, 0, 0, 104, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 100, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 198, 36, 0, 0, 0, 2, 0, 0, 0, 0, 2, 200, 200, 0, 0, 0, 0, 0, 736, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Tua Tolstoi,0, 242, 100, 100, 0, 0, 102, 274, 100, 0, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 100, 0, 320, 444, 268, 0, 0, 100, 0, 2, 0, 4, 100, 0, 0, 0, 100, 122, 94, 0, 100, 0, 266, 100, 0, 100, 102, 0, 0, 0, 0, 112, 0, 100, 100, 2, 100, 100, 100, 124, 0, 0, 44, 0, 0, 100, 0, 100, 0, 0, 2, 0, 100, 0, 0, 100, 148, 114, 0, 0, 10, 340, 100, 100, 0, 572, 350, 246, 100, 0, 0, 0, 1204, 100, 180, 104, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 60, 0, 0, 0, 100, 556, 82, 100, 100, 0, 100, 0, 0, 178, 100, 0, 0, 0, 0, 100, 166, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 100, 0, 0, 36, 416, 0, 102, 100, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 244, 0, 0, 0, 12, 100, 0, 0, 4, 0, 100, 0, 0, 100, 130, 0, 0, 0, 0, 0, 0, 156, 166, 0, 0, 0, 100, 100, 0, 100, 0, 0, 100, 0, 100, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 100, 100, 0, 100, 100, 0, 0, 100, 0, 100, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 100, 100, 0, 0, 0, 100, 0, 0, 0, 100, 0, 2, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0
Maeckes,100, 254, 100, 200, 0, 0, 0, 200, 100, 0, 0, 0, 0, 100, 4, 0, 0, 100, 0, 0, 0, 0, 222, 200, 146, 0, 0, 0, 0, 0, 202, 0, 0, 0, 152, 0, 106, 0, 74, 0, 100, 0, 200, 100, 14, 100, 100, 0, 24, 0, 0, 200, 0, 0, 100, 0, 100, 100, 0, 100, 0, 0, 0, 200, 0, 200, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 248, 100, 100, 0, 0, 230, 0, 100, 0, 466, 318, 202, 0, 0, 0, 0, 104, 0, 0, 258, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 100, 186, 200, 0, 106, 0, 0, 0, 0, 0, 560, 0, 0, 0, 100, 100, 100, 0, 100, 0, 0, 100, 0, 0, 100, 200, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 272, 100, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 100, 100, 0, 100, 0, 0, 100, 100, 0, 0, 200, 0, 0, 200, 214, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 278, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 200, 100, 100, 0, 0, 100, 0, 0, 112, 0, 0, 100, 0, 0, 200, 0, 0, 200, 100, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 200, 0, 0, 0, 100, 100, 0, 0, 100, 0, 0, 200, 0, 0, 0, 0, 0, 0
Bartek,0, 322, 100, 200, 0, 0, 0, 204, 100, 128, 0, 0, 0, 208, 0, 0, 0, 0, 0, 0, 0, 0, 204, 200, 200, 0, 0, 0, 0, 0, 200, 0, 0, 0, 200, 0, 100, 464, 100, 0, 100, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 0, 0, 0, 100, 0, 100, 158, 0, 100, 0, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 206, 0, 100, 0, 200, 100, 100, 0, 100, 100, 100, 0, 100, 130, 230, 112, 0, 0, 0, 0, 158, 100, 100, 200, 0, 200, 4, 0, 0, 0, 0, 0, 0, 0, 0, 200, 200, 0, 100, 0, 0, 0, 0, 0, 676, 0, 100, 0, 0, 100, 0, 0, 0, 100, 0, 104, 0, 0, 100, 100, 0, 0, 0, 0, 100, 0, 0, 204, 0, 0, 0, 100, 0, 0, 0, 0, 0, 200, 100, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 102, 0, 0, 0, 0, 4, 100, 0, 200, 100, 0, 0, 0, 100, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 206, 0, 2, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 200, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 4, 100, 0, 0, 100, 0, 0, 0, 0, 0, 0
Basti Trailerpark,0, 100, 102, 100, 0, 0, 0, 0, 100, 200, 0, 100, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 336, 0, 0, 100, 200, 100, 200, 0, 200, 100, 284, 250, 212, 100, 0, 0, 200, 0, 220, 0, 0, 0, 0, 0, 0, 0, 0, 100, 270, 0, 100, 200, 0, 212, 0, 0, 100, 200, 0, 0, 0, 0, 102, 0, 200, 0, 100, 102, 0, 200, 100, 0, 0, 126, 200, 100, 0, 100, 0, 0, 256, 286, 200, 0, 382, 0, 100, 100, 0, 100, 0, 244, 0, 104, 200, 100, 0, 100, 0, 100, 204, 100, 100, 200, 0, 280, 0, 0, 100, 0, 100, 100, 200, 0, 0, 0, 200, 100, 0, 44, 236, 0, 200, 0, 606, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 206, 100, 0, 24, 224, 0, 100, 200, 0, 100, 0, 100, 0, 124, 0, 0, 0, 0, 0, 0, 0, 236, 0, 0, 200, 214, 0, 0, 108, 100, 0, 0, 100, 0, 100, 0, 100, 0, 100, 100, 0, 0, 0, 212, 0, 100, 0, 0, 300, 0, 0, 100, 0, 248, 0, 100, 100, 0, 0, 0, 0, 0, 0, 204, 0, 0, 200, 0, 0, 0, 0, 0, 422, 0, 0, 0, 0, 0, 0, 0, 100, 0, 100, 0, 200, 0, 0, 0, 0, 0, 200, 0, 100, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Kaisa,0, 0, 0, 0, 0, 0, 0, 0, 0, 336, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 788, 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 122, 0, 0, 12, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 344, 0, 0, 0, 0, 100, 0, 0, 0, 0, 2, 0, 2, 0, 0, 100, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 382, 282, 100, 0, 0, 0, 0, 0, 0, 0, 36, 100, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -46, 0, 6, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, 0, 0, -46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 208, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 2, 0, 0, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Orgi69,0, 0, 200, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 224, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 160, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 202, 0, 204, 0, 0, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 100, 100, 100, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 200, 0, 0, 100, 0, 0, 0, 112, 0, 0, 0, 0, 0, 200, 100, 16, 0, 0, 0, 0, 100, 100, 0, 100, 200, 0, 156, 0, 0, 0, 0, 0, 100, 200, 100, 100, 200, 0, 0, 0, 0, 100, 0, 0, 100, 0, 0, 100, 0, 0, 212, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 22, 100, 0, 0, 0, 0, 0, 202, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 112, 0, 0, 100, 100, 0, 0, 100, 0, 0, 0, 100, 0, 100, 0, 0, 0, 100, 0, 0, 0, 100, 100, 0, 100, 0, 0, 0, 0, 0, 0, 100, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 0, 0, 0, 0
